,VOO,XLF,MDY,VDC,DE,FISV,VRTX,UPST,DKNG,META,LEU,REXR,ATKR,LNSTY,BALL,SND,VIRT,GNRC,MTN,PERI
4/16/2021,0.003505192393,0.007112375533,0.007312020149,0.007287985866,0.002433663055,-0.003505138214,-0.007734056988,-0.05208333333,0.008698677801,-0.005327788968,-0.04906643508,0.002745241581,0.001511196593,-0.02510003638,0.005080066262,0.01219512195,0.01218339211,0.0158385568,0.005565687693,-0.05035971223
4/19/2021,-0.004926622006,-0.002824858757,-0.005424043231,-0.004220565665,-0.00613464902,0.0003197697658,-0.0009571995077,-0.06784519828,-0.02242152466,-0.01286824744,-0.03789954338,0.008395692645,0.001234567901,0.01567164179,-0.001208658389,0.01204819277,0.009185936015,-0.04078499834,-0.01932518215,-0.01388888889
4/20/2021,-0.007334835228,-0.01869688385,-0.01469842879,0.003798095448,-0.02744799328,-0.004555262527,0.004471210877,-0.05904664275,-0.01711362032,0.001356537851,-0.01993355482,0.02244343891,-0.0360323332,-0.003306392359,0.01529152915,-0.04365079365,-0.02228499686,-0.01540730513,-0.01058639712,-0.03393085787
4/21/2021,0.009394627118,0.01385681293,0.01724279835,0.005209475762,0.01439490102,0.002087347463,-0.001816860465,0.09608889857,0.05510680309,-0.003898893111,0.0411622276,-0.001416179855,0.04206935759,-0.004423147807,0.006609600173,0.008298755187,0.004173354735,0.0294801925,0.0185310516,0.03843605036
4/22/2021,-0.009176470588,-0.0111047836,-0.004975929447,-0.007419126071,-0.01927582535,-0.001522191956,-0.01720058245,0.00824967697,-0.0273902688,-0.01641954423,0.01488372093,-0.02215919163,0.0195035461,-0.005553498704,-0.002260495156,-0.02880658436,-0.01694373402,-0.004210265618,0.03331856727,0.01084875558
4/23/2021,0.01065991187,0.01871580766,0.01679134819,-0.0008244023083,0.02147355848,0.01115301292,0.00888971201,0.05855678233,0.01661710687,0.01554701201,-0.0435380385,0.001269035533,0.0197993311,0.01154132539,0.01391735894,0.03389830508,0.002601626016,0.02773114469,0.02094497351,0.02904040404
4/26/2021,0.002166932094,0.003957037875,0.004978207845,-0.01094609461,0.01110904404,0.004205681638,-0.00426801285,0.03594710374,0.01909841707,0.006342775545,0.01245807379,0.006880318667,0.01364292273,-0.006993006993,-0.01149180677,0.02868852459,0.004216672073,0.000725996733,-0.02051528149,0.006748466258
4/27/2021,-0.0003126139738,0.007882882883,0.001352776175,-0.0002780712975,0.005020370614,-0.03864085342,-0.006636862239,0.04575692197,-0.001688333615,0.001748944034,0.01372456223,0.0007192950908,0.01255338424,-0.02965159377,0,0.003984063745,-0.003875968992,0.002811196421,-0.0007349113513,-0.01279707495
4/28/2021,-0.0004690675979,0.003910614525,0.0001589351346,-0.0001112594571,-0.006695261011,0.01446654611,-0.009511436923,-0.02217828591,0.009470657872,0.01162829002,0.07189542484,-0.01060197664,-0.01738241309,0.01184110008,-0.0166846071,0.0119047619,-0.01556420233,-0.04699321778,-0.005883614746,0.02222222222
4/29/2021,0.006674314318,0.01780745687,0,0.01001446534,-0.008978409689,-0.009398800843,-0.007588532884,-0.04562637363,-0.03735969174,0.07297297297,0.03135888502,0.003995641119,0.01899063476,-0.004152510381,0.02222222222,-0.003921568627,-0.01317523057,0.06648532389,0.003421596128,0.07789855072
